anzsco_code,occupation,task
711914,Sterilisation Technicians,Complies with infection control policies and procedures.
711914,Sterilisation Technicians,Prepares and packs medical items.
711999,Machine Operators (not covered elsewhere),Prepares machines for operation by selecting and installing attachments and components for specialised functions.
711999,Machine Operators (not covered elsewhere),Sets and operates controls used to regulate processing operations.
711999,Machine Operators (not covered elsewhere),Starts machines and monitors operation to detect faults and ensure effectiveness of operation.
712211,Drillers,Dismantles moves and reassembles drilling rigs and accessory plant.
712211,Drillers,"Takes samples of ore, liquids and gases and packages them."
712211,Drillers,"Performs minor maintenance and repairs, and lubricates and cleans plant."
712211,Drillers,"Records performance details and information obtained from wells, and keeps logs detailing operations."
712212,Miners,Operates surface and underground mining plant.
712212,Miners,"Undertakes development work such as opening up new shafts, drives, air vents, rises and crib rooms: loads coal, ore or stone onto carts or conveyor systems that remove it for processing."
712213,Shot Firers,Positions explosives in bore holes and primes explosives using detonators and explosive cartridges.
712213,Shot Firers,"Connects wires, fuses and detonating cords to explosive cartridges and detonators, and detonates explosives."
712911,Boiler and Engine Operators,"Maintains supply of solid, liquid or gas fuel to boiler."
712911,Boiler and Engine Operators,Maintains required level of water in boiler and controls draught.
712911,Boiler and Engine Operators,Cleans and maintains boiler and work area.
712913,Cement Production Plant Operators,"Weighs and mixes ingredients to make cement, lime and clinker."
712913,Cement Production Plant Operators,Maintains plant.
712914,Concrete Batching Plant Operators,Weighs and mixes concrete materials.
712914,Concrete Batching Plant Operators,Maintains plant.
712915,Concrete Pump Operators,Pumps concrete.
712915,Concrete Pump Operators,"Pours, sprays and spreads concrete over areas such as foundations, pools and retaining walls."
712915,Concrete Pump Operators,Maintains equipment.
712916,Paper and Pulp Mill Operators,Loads the digester with raw materials and chemicals.
712916,Paper and Pulp Mill Operators,Regulates and adjusts the temperature and pressure within the digester.
712916,Paper and Pulp Mill Operators,Tests samples by titration or standard colour test to determine completion of process.
712916,Paper and Pulp Mill Operators,Drains liquid from digester and monitors the removal of the cooked pulp.
712916,Paper and Pulp Mill Operators,Takes samples of bleached material for laboratory testing.
712916,Paper and Pulp Mill Operators,Washes bleached material and blends to obtain uniform quality.
712916,Paper and Pulp Mill Operators,May be required to add chemicals during the bleaching process and complete chemical or electrolytic tests.
712916,Paper and Pulp Mill Operators,"Undertakes the addition of size, fillers, dyes, alum and chemicals, and tests for correct consistency."
712916,Paper and Pulp Mill Operators,Ensures transfer of completed batch to storage tanks where it is kept under agitation to maintain consistency.
712916,Paper and Pulp Mill Operators,May mix and cook colouring matter for dyeing product in the machine.
712916,Paper and Pulp Mill Operators,Controls flow of wet pulp through rotary screens to paper making machines.
712916,Paper and Pulp Mill Operators,Operates drier and calendar rollers.
712916,Paper and Pulp Mill Operators,Operates super-calendar to impart gloss and finish to surface of paper.
712916,Paper and Pulp Mill Operators,Operates machine to glaze or impregnate paper with coating mixture.
712916,Paper and Pulp Mill Operators,"Separates sheets from felts and lays sheets in packs, re-presses packs."
712916,Paper and Pulp Mill Operators,Separates sheets from pack and dries.
712917,Railway Signal Operators,Directs trains within marshalling yards.
712917,Railway Signal Operators,Breaks apart and join train wagons and carriages.
712917,Railway Signal Operators,"Places wagons, carriages and engines into sidings."
712917,Railway Signal Operators,Directs outgoing trains to the main line.
712917,Railway Signal Operators,May conduct safety checks.
712918,Train Controllers,Authorises and direct movements of trains.
712918,Train Controllers,Communicates with locomotive engineers to ensure safe movements of trains.
712918,Train Controllers,"Familiarises themselves with the weight, length and schedules of trains."
712918,Train Controllers,Records movement of trains including departures and scheduled stops.
712918,Train Controllers,Provides other train controllers with information on trains progress.
712918,Train Controllers,"Authorises and controls any activity taking place on railway tracks, including maintenance work."
712918,Train Controllers,Contacts relevant personal to deal with faults or mechanical failures.
712918,Train Controllers,Reports any accidents or incidents to the land transport authority and any other relevant body such as emergency services.
712921,Waste Water and Water Plant Operators,"Controls flow of raw water into plant, by regulating electric motors, pumps and valves."
712921,Waste Water and Water Plant Operators,Adds specified amounts of chemicals and activates agitators to mix chemicals. carries out such tests as are required in accordance with training given.
712921,Waste Water and Water Plant Operators,Allows impurities to settle and removes them by filtering water through filtering material.
712921,Waste Water and Water Plant Operators,"Pumps purified water into mains, monitors flow and distribution."
712921,Waste Water and Water Plant Operators,"Cleans tanks and maintains equipment, and makes minor repairs."
712921,Waste Water and Water Plant Operators,Pumps waste water into oxidation/settling ponds.
712921,Waste Water and Water Plant Operators,Removes sludge.
712921,Waste Water and Water Plant Operators,"Burns off gases, treats and discharges waste water when it reaches the required levels of purity."
712922,Weighbridge Operators,Weigh vehicles and load and issue measurement tickets.
712922,Weighbridge Operators,Maintains plant.
712999,Stationary Plant Operators (not covered elsewhere),"Starts engine, observes performance and makes necessary adjustments."
712999,Stationary Plant Operators (not covered elsewhere),Controls related equipment such as fans and dampers in ventilation and heating systems or regulators on compressors.
712999,Stationary Plant Operators (not covered elsewhere),Maintains supply of fuel.
712999,Stationary Plant Operators (not covered elsewhere),Cleans and lubricates engines.
721111,Agricultural and Horticultural Mobile Plant Operators,Prepares and positions plant for operation.
721111,Agricultural and Horticultural Mobile Plant Operators,"Operates tractor-drawn and self-propelled plant to plough land and sow, fertilise, cultivate and harvest crops and avoid damaging crops."
721111,Agricultural and Horticultural Mobile Plant Operators,"Adjusts speed, height and depth of implements."
721111,Agricultural and Horticultural Mobile Plant Operators,Keeps log tallies and writes work reports.
721111,Agricultural and Horticultural Mobile Plant Operators,Services plant and performs minor repairs.
721112,Logging Plant Operators,Prepares and positions plant for operation.
721112,Logging Plant Operators,"Operates plant to hold, lift and cut trees."
721112,Logging Plant Operators,"Operates attachments to lift, swing, release and sort trees and logs, and operates auxiliary plants such as chipping machines and log splitting machines."
721112,Logging Plant Operators,Feeds felled trees into processors to strip limbs and cut into logs and load logs onto stockpiles and into trucks.
721112,Logging Plant Operators,Keeps log tallies and writes work reports.
721112,Logging Plant Operators,Services plant and performs minor repairs.
721211,Earthmoving Plant Operators (General),"Selects, fits and removes attachments such as buckets, winches, loading scoops, shovel blades and rock breaking hammers."
721211,Earthmoving Plant Operators (General),"Operates controls to excavate, break, drill, level, compact, gouge out, move, load and spread earth, rock, rubble, soil and other materials."
721211,Earthmoving Plant Operators (General),"Monitors operation of plant and adjusts controls to regulate pressure, speed and flow of operation, and ensure safety of other workers."
721211,Earthmoving Plant Operators (General),"Raise, lower and manipulate attachments using manual and hydraulic controls."
721211,Earthmoving Plant Operators (General),"Service, lubricate, clean and refuel plant and perform minor adjustments and repairs."
721212,Backhoe Operators,Prepares and positions plant for operation.
721212,Backhoe Operators,"Selects, fits and removes attachments."
721212,Backhoe Operators,Operates controls.
721212,Backhoe Operators,"Monitors operation of plant and adjusts controls to regulate pressure, speed and flow of operation, and ensure safety of other workers."
721212,Backhoe Operators,"Raises, lowers and manipulates attachments using manual and hydraulic controls."
721212,Backhoe Operators,"Services, lubricates, cleans and refuels plant and performs minor adjustments and repairs."
721214,Excavator Operators,Prepares and positions plant for operation.
721214,Excavator Operators,"Selects, fits and removes attachments such as buckets, winches, loading scoops, shovel blades and rock breaking hammers."
721214,Excavator Operators,"Operates controls to excavate, break, drill, level, compact, gouge out, move, load and spread earth, rock, rubble, soil and other materials."
721214,Excavator Operators,"Monitors operation of plant and adjusts controls to regulate pressure, speed and flow of operation, and ensures safety of other workers."
721214,Excavator Operators,"Raises, lowers and manipulates attachments using manual and hydraulic controls."
721214,Excavator Operators,"Works from drawings, markers and verbal instructions."
721214,Excavator Operators,"Services, lubricates, cleans and refuels plant and performs minor adjustments and repairs."
721215,Grader Operators,Prepares and positions plant for operation.
721215,Grader Operators,"Selects, fits and removes attachments."
721215,Grader Operators,"Operates controls to move earth, rock, rubble, soil and other materials."
721215,Grader Operators,"Monitors operation of plant and adjusts controls to regulate pressure, speed and flow of operation, and ensures safety of other workers."
721215,Grader Operators,"Raises, lowers and manipulates attachments using manual and hydraulic controls."
721215,Grader Operators,"Works from drawings, markers and verbal instructions."
721215,Grader Operators,"Services, lubricates, cleans and refuels plant and performs minor adjustments and repairs."
721216,Loader Operators,Prepares and positions plant for operation.
721216,Loader Operators,"Selects, fits and removes attachments such as buckets, winches and loading scoops."
721216,Loader Operators,Operates controls to move and load a range of natural materials.
721216,Loader Operators,"Monitors operation of plant and adjusts controls to regulate pressure, speed and flow of operation, and ensures safety of other workers."
721216,Loader Operators,"Raises, lowers and manipulates attachments using manual and hydraulic controls."
721216,Loader Operators,"Works from drawings, markers and verbal instructions."
721216,Loader Operators,"Services, lubricates, cleans and refuels plant and performs minor adjustments and repairs."
721911,Aircraft Baggage Handlers and Airline Ground Crews,Sorts baggage.
721911,Aircraft Baggage Handlers and Airline Ground Crews,Drives baggage and freight to aircraft on forklifts and transport trolleys.
721911,Aircraft Baggage Handlers and Airline Ground Crews,Helps position loading ramps and staircases.
721911,Aircraft Baggage Handlers and Airline Ground Crews,"Loads items into aircraft as per instructions, including livestock."
721911,Aircraft Baggage Handlers and Airline Ground Crews,Fills aircraft fuel tanks.
721911,Aircraft Baggage Handlers and Airline Ground Crews,Unloads aircrafts of freight and baggage.
721911,Aircraft Baggage Handlers and Airline Ground Crews,Directs planes to parking positions.
721911,Aircraft Baggage Handlers and Airline Ground Crews,Directs passengers.
721911,Aircraft Baggage Handlers and Airline Ground Crews,Cleans aircraft.
721912,Linemarkers,Drives over surface to lay appropriate markings.
721912,Linemarkers,Reads drawings and plans.
721912,Linemarkers,Maintains equipment.
721913,Paving Plant Operators,Operates bitumen plant using a range of foot and hand controls focussing on applying paving materials systematically to the area to be paved.
721914,Railway Track Plant Operators,"Drives plant to lay, align and carry out maintenance work on railway tracks."
721914,Railway Track Plant Operators,Maintains equipment.
721915,Road Roller Operators,Drives roller over surface until desired condition is obtained.
721915,Road Roller Operators,Maintains equipment.
721916,Streetsweeper Operators,Drives sweeper over streets and gutters collecting litter and other debris.
721916,Streetsweeper Operators,Maintains equipment.
721999,Mobile Plant Operators (not covered elsewhere),Prepares and positions plant for operation.
721999,Mobile Plant Operators (not covered elsewhere),"Selects, fits and removes attachments."
721999,Mobile Plant Operators (not covered elsewhere),Operates controls to carry out required tasks.
721999,Mobile Plant Operators (not covered elsewhere),"Monitors operation of plant and adjusts controls to regulate pressure, speed and flow of operation, and ensures safety of other workers."
721999,Mobile Plant Operators (not covered elsewhere),"Raises, lowers and manipulates attachments using manual and hydraulic controls."
721999,Mobile Plant Operators (not covered elsewhere),"Works from drawings, markers and verbal instructions."
721999,Mobile Plant Operators (not covered elsewhere),"Services, lubricates, cleans and refuels plant and performs minor adjustments and repairs."
731111,Chauffeurs,Picks up passengers at designated locations.
731111,Chauffeurs,Checks passenger destinations and determines most appropriate routes.
731111,Chauffeurs,Transports passengers to desired destinations.
731111,Chauffeurs,Assists passengers with luggage.
731111,Chauffeurs,"Controls lighting, heating and ventilation to ensure passenger comfort."
731111,Chauffeurs,"Observes prescribed speeds, nearby traffic, travelling conditions and signals to ensure safe arrival of passengers."
731111,Chauffeurs,Ensures passengers arrive at destinations on time.
731112,Taxi Drivers,Stops at requested locations to pick up and set down passengers and their baggage.
731112,Taxi Drivers,Collects fares and gives change.
731112,Taxi Drivers,"Controls lighting, heating and ventilation for passenger comfort."
731112,Taxi Drivers,"Observes prescribed speeds, nearby traffic, travelling conditions and signals to ensure safe arrival of passengers."
731112,Taxi Drivers,Ensures passengers arrive at destinations on time.
731199,Other Automobile Drivers,Plans trips.
731199,Other Automobile Drivers,"Observes prescribed speeds, nearby traffic, travelling conditions and signals to ensure safe arrival of loads/vehicles."
731199,Other Automobile Drivers,Ensures load/vehicles arrive at destinations on time.
731199,Other Automobile Drivers,"Load pilots will also route plan to avoid or manage narrow roads/bridges and overhead structures and objects and obtain any required permits and consents from roading, infrastructure or other authorities and ensure compliance with all laws, rules and regulations relating to the movement of oversized vehicles and loads."
731212,Charter and Tour Bus Drivers,Stops at set locations to pick up and set down passengers.
731212,Charter and Tour Bus Drivers,Opens and closes doors before and after passengers board or disembark.
731212,Charter and Tour Bus Drivers,"Controls lighting, heating and ventilation on buses."
731212,Charter and Tour Bus Drivers,Advises passengers on destinations.
731212,Charter and Tour Bus Drivers,Maintains conduct of passengers.
731212,Charter and Tour Bus Drivers,May use public address systems to provide information and tour commentaries to passengers.
731212,Charter and Tour Bus Drivers,May assist coach passengers with baggage and accommodation bookings.
731212,Charter and Tour Bus Drivers,"May maintain, service and clean coaches."
731213,Passenger Coach Drivers,Stops at set locations to pick up and set down passengers.
731213,Passenger Coach Drivers,Opens and closes doors before and after passengers board or disembark.
731213,Passenger Coach Drivers,May check tickets.
731213,Passenger Coach Drivers,"Controls lighting, heating and ventilation on buses."
731213,Passenger Coach Drivers,Advises passengers on destinations.
731213,Passenger Coach Drivers,Maintains conduct of passengers.
731213,Passenger Coach Drivers,May use public address systems to provide information and commentaries to passengers.
731213,Passenger Coach Drivers,May assist coach passengers with baggage and accommodation bookings.
731213,Passenger Coach Drivers,"May maintain, service and clean coaches."
731311,Train Drivers,Stops at stations and set locations to pick up and set down passengers and freight.
731311,Train Drivers,Opens and closes doors before and after passengers board or disembark.
731311,Train Drivers,"Observes signals, track conditions, nearby traffic and prescribed speeds to ensure safety."
731311,Train Drivers,"Monitors indicator gauges, changes controls and power supply poles and reports operating irregularities."
731311,Train Drivers,Checks time and adherence to timetables.
731311,Train Drivers,May advise passengers on destinations.
731312,Tram Drivers,Stops at stations and set locations to pick up and set down passengers and freight.
731312,Tram Drivers,Opens and closes doors before and after passengers board or disembark.
731312,Tram Drivers,"Observes signals, track conditions, nearby traffic and prescribed speeds to ensure safety."
731312,Tram Drivers,"Monitors indicator gauges, changes controls and power supply poles and reports operating irregularities."
731312,Tram Drivers,Checks time and adherence to timetables.
731312,Tram Drivers,May advise passengers on destinations.
733111,Truck Drivers (General),Manoeuvres vehicles into position for loading and unloading.
733111,Truck Drivers (General),Loads and unloads vehicles using lifting and tipping devices.
733111,Truck Drivers (General),Observes safety requirements when loading and unloading vehicles.
733111,Truck Drivers (General),Makes regular quality checks of vehicles to ensure they can be driven safely.
733111,Truck Drivers (General),Estimates weights to comply with load limitations and ensure safe distribution of weight.
733111,Truck Drivers (General),Ensures goods are stowed and securely covered to prevent loss and damage.
733111,Truck Drivers (General),"Verifies loading documents, checks condition of goods and obtain certification of deliveries."
733112,Aircraft Refuellers,Manoeuvres vehicles into position for replenishing of tanks.
733112,Aircraft Refuellers,Observes safety requirements are met and followed.
733112,Aircraft Refuellers,Attaches hosing couplings and operates truck pump to fill aircraft tanks.
733112,Aircraft Refuellers,Makes regular quality checks of vehicles to ensure they can be driven safely.
733113,Furniture Removalist Drivers,Manoeuvres vehicles into position for loading and unloading.
733113,Furniture Removalist Drivers,Loads and unloads vehicles using lifting and tipping devices.
733113,Furniture Removalist Drivers,Observes safety requirements when loading and unloading vehicles.
733113,Furniture Removalist Drivers,Estimates weights to comply with load limitations and ensure safe distribution of weight.
733113,Furniture Removalist Drivers,Ensures goods are stowed and securely covered to prevent loss and damage.
733113,Furniture Removalist Drivers,"Verifies loading documents, checks condition of goods and obtain certification of deliveries."
733114,Tanker Drivers,Fills tanker as necessary from main supply tanks or from a series of tanks if collecting milk.
733114,Tanker Drivers,Drives vehicle from loading to discharge points.
733114,Tanker Drivers,Attaches hosing couplings and operates truck pump to fill or discharge load.
733114,Tanker Drivers,Ensures all safety and security procedures are followed.
733114,Tanker Drivers,"Makes regular checks of the vehicle, holding tank and couplings."
733114,Tanker Drivers,Keeps all documentation requirements for specific load type.
733115,Tow Truck Drivers,"Travels to scene of accident, illegal parking or other situation requiring towing."
733115,Tow Truck Drivers,Attaches towing equipment to vehicle or winches vehicle onto tilt-deck winch- truck.
733115,Tow Truck Drivers,Tows vehicle to depot or other location.
733115,Tow Truck Drivers,Carries out winching and heavy salvage.
733115,Tow Truck Drivers,Maintains and repairs equipment.
733115,Tow Truck Drivers,Keeps records.
811411,Commercial Housekeepers,Cleans the interior of buildings and the immediate outside areas.
811411,Commercial Housekeepers,"Sweeps, mops and polishes floors, vacuums and shampoos carpets, and cleans curtains and upholstered furniture."
811411,Commercial Housekeepers,"Dusts and polishes furniture, fixtures and fittings."
811411,Commercial Housekeepers,"Picks up rubbish, empties garbage containers, and takes contents to waste areas for removal."
811412,Domestic Housekeepers,"Picks up rubbish, empties garbage containers, and takes contents to waste areas for removal."
811412,Domestic Housekeepers,"Maintains kitchens, washes dishes and cooking utensils, and cleans appliances, cupboards, counters, pantries and floors."
811412,Domestic Housekeepers,"Picks up, sorts, washes, dries, irons and mends linen and clothes."
811412,Domestic Housekeepers,"Prepares and cooks meals, sets and clears tables, and serves food and beverages."
811412,Domestic Housekeepers,"Takes care of household pets and plants, receives visitors, answers telephones, delivers messages, and shops for groceries."
811511,Laundry Workers (General),"Sorts articles for cleaning according to type, colour, fabric and cleaning treatment required."
811511,Laundry Workers (General),Places sorted articles into receptacles and onto conveyor belts for moving to repair and cleaning areas.
811511,Laundry Workers (General),"Checks for and removes stains from garments, and makes minor repairs such as replacing buttons."
811511,Laundry Workers (General),"Loads and unloads washing machines, driers and extractors."
811511,Laundry Workers (General),Adds cleaning agents and starches to articles.
811511,Laundry Workers (General),Smoothes articles and guides them through cleaning and pressing machines.
811511,Laundry Workers (General),"Stops and starts machines to untangle, straighten and remove articles."
811511,Laundry Workers (General),Irons and presses clean articles.
811511,Laundry Workers (General),Places articles on shelves or on hangers for delivery or collection.
811511,Laundry Workers (General),Packages articles and prepares orders for dispatch.
811512,Drycleaners,"Sorts articles according to colour, condition and type of material and decides on type of treatment to be given."
811512,Drycleaners,May make minor repairs such as replacing buttons.
811512,Drycleaners,Places articles in drum and fastens cover before operating valves to feed chemical solution into machine.
811512,Drycleaners,"Operates controls to rotate drum or agitate contents, drains off solution after stopping machine."
811512,Drycleaners,Removes articles and packs them into hand truck.
811512,Drycleaners,Removes spots and stains by rubbing them with solvents.
811512,Drycleaners,Filters solution after use to make it fit for re-use.
811512,Drycleaners,May do pressing using machine or heated flat iron.
811512,Drycleaners,Places articles on shelves or on hangers for delivery or collection.
811512,Drycleaners,Packages articles and prepares orders for dispatch.
811513,Ironers and Pressers,Smoothes articles and guides them through cleaning and pressing machines.
811513,Ironers and Pressers,"Stops and starts machines to untangle, straighten and remove articles."
811513,Ironers and Pressers,Makes minor repairs.
811513,Ironers and Pressers,Irons and presses clean articles.
811513,Ironers and Pressers,Places articles on shelves and hangs articles for delivery and collection.
811513,Ironers and Pressers,Packages articles and prepares orders for dispatch.
811611,Carpet Cleaners,Cleans carpets and upholstered furniture using cleaning machines and their attachments.
811611,Carpet Cleaners,Selects and applies cleaning agents to remove stains from carpets and other surfaces.
811611,Carpet Cleaners,Fills carpet cleaning machines with water and other cleaning agents.
811611,Carpet Cleaners,Pushes pile-lifting machines over carpets and brushes pile to raise and fluff nap.
811611,Carpet Cleaners,"Treats carpets with soil-repellent chemicals and deodorants, and treats for pests."
811612,Window Cleaners,Selects and applies cleaning agents to remove stains from windows and other surfaces.
811612,Window Cleaners,"Uses ladders, swinging scaffolds, bosun's chairs, hydraulic bucket trucks and other equipment to reach and clean windows in multi-storey buildings."
811612,Window Cleaners,"Cleans stone walls, metal surfaces, fascias and window frames using high pressure water cleaners and solvents."
811699,Cleaners (not covered elsewhere),Selects and applies cleaning agents to remove stains from surfaces.
811699,Cleaners (not covered elsewhere),Fills cleaning machines with water and other cleaning agents.
811699,Cleaners (not covered elsewhere),"Treats surfaces with soil-repellent chemicals and deodorants, and treats for pests."
811699,Cleaners (not covered elsewhere),"Cleans stone walls, metal surfaces, fascias and window frames using high pressure water cleaners and solvents."
811699,Cleaners (not covered elsewhere),"Applies chemicals and high pressure cleaning methods to remove micro-organisms from water and filtration systems, and use wet vacuums and other suction equipment to remove scale, accumulated dirt and other deposits from swimming pools, cooling towers components and drains."
821111,Builder's Labourers,"Loads and unloads building and construction materials, tools and equipment and transports them around building sites."
821111,Builder's Labourers,Erects and dismantles temporary structures such as barricades and scaffolding.
821111,Builder's Labourers,"Mixes, pours and spreads materials such as concrete, plaster and mortar."
821111,Builder's Labourers,"Spreads and levels soil, gravel and sand on roads and driveways, trench bottoms and similar locations."
821111,Builder's Labourers,"Assists with assembling and installing piping, valves and fittings."
821111,Builder's Labourers,"Assists with installing fixtures such as toilets, wash basins and sprinkler systems."
821111,Builder's Labourers,"Digs holes and shovels excavated material onto conveyors, wheelbarrows and trucks for removal."
821112,"Drainage, Sewerage and Stormwater Labourers","Cleans and carries out minor repairs on stormwater drains and canals, and checks for cracks and leaks in sewerage systems."
821112,"Drainage, Sewerage and Stormwater Labourers","Digs holes and shovels excavated material onto conveyors, wheelbarrows and trucks for removal."
821113,Earthmoving Labourers,"Digging holes and shovelling excavated material onto conveyors, wheelbarrows and trucks for removal."
821113,Earthmoving Labourers,"Spreading and levelling soil, gravel and sand on roads and driveways, trench bottoms and similar locations. may utilise earthmoving machinery (e.g. trenching and digging machines)."
821114,Plumber's Assistants,"Loading and unloading plumbing fixtures and materials, tools and equipment and transporting them around sites."
821114,Plumber's Assistants,"Assisting with assembling and installing piping, valves and fittings."
821114,Plumber's Assistants,"Assisting with installing fixtures such as toilets, wash basins and sprinkler systems."
821412,Home Improvement Installers,"Examining plans, specifications and work sites to determine the type and quality of installations required and their location."
821412,Home Improvement Installers,"Preparing site for installation of fittings by nailing up furring, drilling holes for screws and bolts, and erecting scaffolding and ladders."
821412,Home Improvement Installers,Gluing blocks and slabs of foamed plastic and cork to walls.
821412,Home Improvement Installers,"Measuring, cutting and applying solar control film to windows."
821412,Home Improvement Installers,"Fitting awnings, security screens, shower screens, prefabricated windows and doors, exterior cladding and other home improvements using hand tools."
821412,Home Improvement Installers,"Drilling holes in wood, brick, stone and fibrous structures, and bolting, screwing and nailing fittings into place."
821412,Home Improvement Installers,"Attaching and adjusting mechanical fittings such as cranks, locks and pull-cords."
821412,Home Improvement Installers,Installing flashing and waterproofing to fittings such as shower screens and prefabricated windows and doors.
821711,Construction Riggers,"Erects lifting tackles by attaching pulleys and blocks to fixed overhead structures, and installs cables and attaches counterweights."
821711,Construction Riggers,"Attaches slinging gear to hoisting equipment and objects to be moved using clamps, hooks, bolts and knots."
821711,Construction Riggers,"Fits and bolts tubes, support braces and components to form bases and build up scaffolding."
821711,Construction Riggers,Lifts and positions sections of scaffolding.
821711,Construction Riggers,"Erects guard rails, guy wires, ropes and clears, lays planks and hangs safety nets."
821712,Scaffolders,"Fits and bolts tubes, support braces and components to form bases and build up scaffolding."
821712,Scaffolders,Lifts and positions sections of scaffolding.
821712,Scaffolders,"Erects guard rails, guy wires, ropes and clamps, laying planks and hanging safety nets."
821712,Scaffolders,Dismantles and removes scaffolding from building sites.
821713,Steel Fixers,"Measures, cuts, bends and fits welded wire mesh into concrete areas to be mesh-reinforced."
821713,Steel Fixers,Fixes mesh and reinforced steel into position in formwork for concrete pours.
821713,Steel Fixers,"Set up winches and rig equipment to raise and position girders, plates, columns and other steel units."
821714,Structural Steel Erectors,"Erects lifting tackles by attaching pulleys and blocks to fixed overhead structures, and installs cables and attaches counterweights."
821714,Structural Steel Erectors,"Attaches slinging gear to hoist equipment and objects to be moved using clamps, hooks, bolts and knots."
821714,Structural Steel Erectors,"Fits and bolts tubes, support braces and components to form bases and build up scaffolding."
821714,Structural Steel Erectors,Lifts and positions sections of scaffolding.
821714,Structural Steel Erectors,"Measures, cuts, bends and fits welded wire mesh into concrete areas to be mesh-reinforced."
821714,Structural Steel Erectors,Fixes mesh and reinforced steel into position in formwork for concrete pours.
821714,Structural Steel Erectors,"Sets up winches and rigging equipment to raise and position girders, plates, columns and other steel units."
821714,Structural Steel Erectors,"Erects guard rails, guy wires, ropes and clears, lays planks and hangs safety nets."
821911,Crane Chasers,Slings cranes and winches.
821911,Crane Chasers,Directs the movement of loads.
821911,Crane Chasers,Ensures loads do not exceed lifting capacities.
821911,Crane Chasers,May inform operator of progress with the manoeuvre.
821912,Driller's Assistants,Working with an experienced driller sets up rig and drilling equipment.
821912,Driller's Assistants,"Directs assembly and disassembly of pipes, casings and drill headings and controls speed and force of drilling."
821912,Driller's Assistants,Examines cores and cuttings to ascertain nature of strata.
821912,Driller's Assistants,Caps well or regulates valves which control outflow of gas or oil.
821912,Driller's Assistants,Attaches and detaches lifting equipment to lower or raise sections of drill pipe into or out of bore hole.
821912,Driller's Assistants,Controls pumps which circulate mud through drilling equipment.
821912,Driller's Assistants,Services pumps.
821913,Laggers,Organises insulating materials to be available for application.
821913,Laggers,Measures cuts and applies insulation.
821913,Laggers,Secures insulation using tools/machinery.
821914,Mining Support Workers,"Assembling, operating and dismantling mining equipment, taking ore, rock and dust samples, and mixing ore treating chemicals and catalysts."
821915,Surveyor's Assistants,"Assists with the measuring of distances, angles and variations in terrain as directed by a surveyor."
821915,Surveyor's Assistants,Places pegs and other survey marks as directed.
821915,Surveyor's Assistants,"Performs various duties to assist surveyor, such as establishing plumb marks."
831111,Baking Factory Workers,"Weighs, measures, mixes, dissolves and boils ingredients."
831111,Baking Factory Workers,"Adds materials, such as spices and preservatives, to food and beverages."
831111,Baking Factory Workers,Operates heating and chilling plant.
831111,Baking Factory Workers,"Monitors product quality before packaging, by inspecting, taking samples and adjusting treatment conditions when necessary."
831111,Baking Factory Workers,Operates machines to process food.
831111,Baking Factory Workers,"Cleans equipment, pumps, hoses, storage tanks, vessels and floors, and maintains infestation control programmes."
831111,Baking Factory Workers,Moves products from production lines into storage and shipping areas.
831111,Baking Factory Workers,Packages products.
831112,Brewery Workers,"Weighs, measures, mixes, and processes ingredients."
831112,Brewery Workers,"Adds materials, such as spices and preservatives."
831112,Brewery Workers,Operates processing plant.
831112,Brewery Workers,"Monitors product quality before packaging by inspecting, taking samples and adjusting treatment conditions when necessary."
831112,Brewery Workers,"Cleans equipment, pumps, hoses, storage tanks, vessels and floors, and maintains infestation control programmes."
831112,Brewery Workers,Regulates speed of processing machinery.
831112,Brewery Workers,Moves products from production lines into storage and shipping areas.
831112,Brewery Workers,Packages and bottles products.
831113,Confectionery Makers,"Weighs, measures, mixes, dissolves and boils ingredients."
831113,Confectionery Makers,"Adds materials, such as spices and preservatives, to food."
831113,Confectionery Makers,"Operates heating, chilling, and similar equipment."
831113,Confectionery Makers,"Monitors product quality before packaging by inspecting, taking samples and adjusting treatment conditions when necessary."
831113,Confectionery Makers,Operates machines to process food product.
831113,Confectionery Makers,"Cleans equipment, pumps, hoses, storage tanks, vessels and floors, and maintains infestation control programmes."
831113,Confectionery Makers,Moves products from production lines into storage and shipping areas.
831113,Confectionery Makers,Packages products.
831114,Dairy Products Makers,"Weighs, measures, mixes, and processes ingredients."
831114,Dairy Products Makers,"Operates heating, chilling, freezing and pasteurising plant."
831114,Dairy Products Makers,"Monitors product quality before packaging by inspecting, taking samples and adjusting treatment conditions when necessary."
831114,Dairy Products Makers,"Cleans equipment, pumps, hoses, storage tanks, vessels and floors, and maintains infestation control programmes."
831114,Dairy Products Makers,Regulates speed of conveyors and associated equipment.
831114,Dairy Products Makers,Moves products from production lines into storage and shipping areas.
831114,Dairy Products Makers,Packages and bottles products.
831115,Fruit and Vegetable Factory Workers,"Weighs, measures, mixes, dissolves and boils ingredients."
831115,Fruit and Vegetable Factory Workers,"Add materials, such as spices and preservative to food and beverages."
831115,Fruit and Vegetable Factory Workers,"Operates heating, chilling, freezing, pasteurising, carbonating, sulphuring and desulphuring plant."
831115,Fruit and Vegetable Factory Workers,"Monitors product quality before packaging by inspecting, taking samples and adjusting treatment conditions when necessary."
831115,Fruit and Vegetable Factory Workers,"Operates machines to peel, core, slice, dice, pit and juice fruit and vegetables."
831115,Fruit and Vegetable Factory Workers,"Cleans equipment, pumps, hoses, storage tanks, vessels and floors, and maintains infestation control programmes."
